date  Agric  Mines  Oil    Stone  Cnstr  Food   Smoke  Txtls  Apprl  Wood   Chair  Paper  Print  Chems  Ptrlm  Rubbr  Lethr  Glass  Metal  MtlPr  Machn  Elctr  Cars   Instr  Manuf  Trans  Phone  TV     Utils  Garbg  Steam  Water  Whlsl  Rtail  Money  Srvc   Govt   Other
199808  -2.32 -24.91 -25.21  -7.98 -21.68 -15.06  -5.20 -14.85 -21.39 -13.67 -16.40 -15.98 -10.51 -10.87  -5.89 -19.08 -27.69 -20.97 -18.39 -19.52 -15.00 -17.09 -19.44 -15.42 -16.87 -16.68  -9.90 -19.05   2.29 -18.58 -11.54 -99.99 -17.64 -13.33 -22.15 -19.23 -33.33 -13.08
199809  -8.48  33.77  21.58  -4.53   7.21   0.09  12.46  -5.49   2.88   7.00  -1.21   9.24  -0.06   8.77  11.51   1.27  -8.58  -1.01   9.01  -6.60  13.93   4.79   4.05   6.22  -5.14   1.84  10.17  10.04   7.96   6.77  28.92 -99.99  10.66  -0.08   2.03  12.09   7.41   6.69
199810  -2.25  -1.82   5.54  15.40   6.71  12.83  10.82   2.96   2.24   5.92   1.37  10.76   7.34   5.69   0.29  12.68   9.58  16.33   8.09  15.37   9.05  11.95  13.00   8.70  16.04   8.09   7.70   2.89  -1.77   0.58  12.56 -99.99   3.98  12.12  10.01   1.45  21.55   6.11
199811   7.19   0.53 -16.73   5.65   5.14   4.97   9.15   9.72   8.68   4.35   2.46   7.38   8.39   5.06   4.32   2.31   2.03   6.53  -2.08   3.20   7.93  10.20   5.56   3.46   2.02   2.94   4.49   0.38   1.35  -9.32  -2.15 -99.99   2.53  10.21   6.35  12.33 -20.57   4.80
199812  -7.20   5.84  -3.49  10.99  13.05  -0.83  -3.04   5.57   4.77   2.59  -0.18   2.38   9.47   3.41  -1.31   0.55   4.64   5.82  -0.81   1.67  12.94  13.58   0.02   5.28 -13.32   3.86  13.02  20.06   2.82   6.17 -19.49 -99.99   3.85  10.19   3.23  12.37  14.29  -6.29
199901   2.43   9.46  -8.18  -3.28   4.88  -2.86 -12.21  -7.65   5.96   7.16  -5.91  -7.14  -1.16  -0.33  -5.83   3.76  -1.03   2.60   3.80  12.34  14.30   8.21   4.12   1.55  -3.10   0.80   7.51  13.59  -6.27   0.22   7.10 -99.99  -0.73   3.45   0.53  12.17  15.62   1.15
199902 -11.51   3.33  -4.99  -1.71  -7.38  -2.32 -15.97  -8.39  -5.51  -8.48  -4.32  -0.46  -0.31   1.15  -3.21   2.62  16.38  -4.24  -5.42  -6.40 -12.25  -9.05  -1.24  -4.84   3.41  -1.11  -2.99  -2.63  -3.77   1.85  11.73 -99.99  -7.03  -0.19   0.62  -8.11 -99.99  -1.65
199903  28.88  18.77  34.06  -1.10   2.97  -3.18  -8.93  -6.52  -1.79   0.28   5.21   1.50   2.76   3.22  11.04   1.44   3.93   4.88  -2.49   7.88   5.22   6.64   0.52   1.91  -1.91   3.03  -2.67   8.23  -1.71   0.57   0.26 -99.99  -2.98   3.78   3.03   9.49 -99.99  -2.08
199904   2.60  23.92  15.99  13.14  15.34   3.07   0.07   9.07   7.79  10.09   8.47  24.76   5.90  -2.37  15.46  14.17  14.26   3.35  30.67  -1.32   6.08   4.06  11.78   7.34  13.17  11.62   6.48  15.61   7.18  15.66  15.98 -99.99   5.20  -0.43   6.28  -0.98 -99.99  23.32
199905  -1.20 -13.09  -3.40  -2.78   1.07   1.62   9.96   2.41  -4.41  -3.53  -1.36  -4.89  -1.45  -2.92  -2.50   1.28   5.67  -0.52  -7.39  -1.88   1.25  -2.17  -4.98  -1.33  -2.56  -4.84   1.76  -1.70   6.73  -1.08   2.76 -99.99   2.85  -3.78  -3.61  -2.52 -99.99  -2.41
199906   2.70 -11.96   5.46   3.01  -6.36  -2.00   4.86   3.56   0.61   6.59   8.34   1.59   4.07   3.74  -1.89   2.69  -0.41  12.29   8.84 -11.03  10.27  14.78   1.59   6.07   0.55   0.96   7.02   1.52  -4.29   4.19  16.69 -99.99   5.47   8.32   2.83   8.06 -99.99   3.99
199907  -2.84 -10.27   4.26  -7.33  -5.40  -1.82  -6.88  -3.77  -4.96  -4.08  -3.64   1.46  -0.45  -3.63   1.45 -11.16  -6.55  -9.35  -1.15   2.23   0.86   1.52  -3.95   0.00  -5.93  -2.21  -1.54  -1.87  -0.48 -35.08   4.93 -99.99  -0.74  -5.76  -5.77  -6.42 -99.99   1.40
199908  -2.61   8.92   4.58  -6.87  -7.80  -3.09   0.55  -8.50 -12.50 -11.28 -11.77  -6.57  -9.40   3.04   0.69  -5.72  -6.76  -5.05  -0.43   1.44   6.05   6.99   1.40  -0.04  -7.92  -8.22  -8.70  -3.11   0.55 -19.02 -12.85 -99.99  -4.85  -6.08  -5.28   1.00 -99.99   2.06
199909   0.75  -1.14  -7.14 -11.18  -1.96 -10.15  -6.91 -13.57  -1.85   1.82 -11.74  -3.82   1.17  -7.03  -2.64   2.38   0.16  -5.13  -2.54 -16.63  -1.76  -0.99  -6.60  -6.14  -4.95  -6.25   4.32   4.84  -4.37  -9.04  32.22 -99.99  -5.17   2.83  -5.32   2.19 -99.99  -1.97
199910  -3.59   9.82  -5.46   5.24  -6.24  12.59 -24.93   2.56   2.23   0.90   5.06   8.03   9.88  11.64  -1.63  -5.82  -2.83  -2.71   0.79   2.19   1.17   9.15   0.98  -5.94  -9.05   7.55   9.41   9.82   2.24  -3.14   1.63 -99.99  -7.01   5.08  13.97   2.74 -99.99   1.27
199911  -9.91  -0.20  -1.65   0.06   2.50   1.17   3.52   2.15  -7.56  -3.86  -0.35  -0.07  -7.99   0.49   5.36 -10.06   2.21   0.19   7.24   4.73  14.90   6.60  -3.06   4.86   2.01  -5.17   3.49   7.21  -7.39  -8.99 -30.03 -99.99   4.96   4.27  -3.56  10.12 -99.99  -0.11
199912  -4.64  16.51   5.08   0.54   4.41  -7.39 -10.15   2.54   2.53   7.81  -3.09   8.23  12.54  -3.40  -1.87   1.70   5.32   3.71  22.02   2.21  17.37  17.10   3.64   5.85  -0.26   0.07   1.18  13.99  -2.24   5.87   6.73 -99.99   7.02   6.69  -1.06  22.20 -99.99   9.06
200001  -4.50  23.96  -4.80   2.87  -7.62  -5.11  -8.62  -7.65 -12.39 -17.34  -8.48 -10.40  -1.12   3.05  -0.32  -9.29 -21.74 -13.94  -2.77  -8.51  -2.54  -3.16  -3.91   6.89 -12.77  -9.65  -3.91  -4.19   6.06  -6.90  33.45 -99.99   7.59 -13.96  -4.41  -8.60 -99.99  -1.14
200002   8.16  -3.04   5.23  -6.55   1.53  -9.64  -4.01  -5.84  -2.77  -8.75  -8.72 -14.68  -0.56  -5.19  -9.08 -14.30  17.64 -10.88   6.84  -7.78  20.43  19.38  -7.49  10.18  -3.45  -5.37  -4.52  -0.47  -7.26 -12.73   1.35 -99.99   1.76  -4.66  -8.60   6.83 -99.99  -2.39
200003   4.26  -6.37  23.24  16.96  14.89   4.59   5.11   5.30  22.03  12.91  13.95  11.29  12.73  -1.35  10.48  10.87  16.35  15.34   3.49  10.20   6.28   7.22  10.26   0.74   9.98  12.86   8.80   3.97   5.77  -5.36 -99.99 -99.99   7.03  14.58  16.67   3.09 -99.99   0.32
200004  -7.61 -13.55   2.98  -0.07   1.11   0.05   3.79   6.45  -0.82  -0.53   0.10  -0.95  -7.36   4.36  -2.55   8.07  16.20  -0.95  -0.84   1.64  -4.81  -4.10   9.10  -0.59   3.56   3.48  -7.66  -8.51   7.60  11.22 -99.99 -99.99  -2.60  -4.83  -3.90 -14.77 -99.99   2.09
200005  -2.47  -9.24  14.29   2.02  -4.10  13.80  19.51  -3.23  -6.19  -8.59  -2.83  -1.01  -5.92   4.35   9.47  -4.50  -5.60  -1.07  -4.92  -7.69 -14.02  -6.95  -9.38  -3.41   4.27  -3.56 -10.58  -9.94   3.90  26.93 -99.99 -99.99   1.30  -3.31   5.11  -7.85 -99.99  -0.75
200006  -0.94  10.03  -4.93  -9.80  -0.60   4.32   2.96  -9.90  -9.29  -9.20  -1.44  -9.04  -0.19   8.70  -6.98  -4.16   3.00  -3.24  15.33   0.63  15.56   7.12 -10.44   3.87  -1.40  -1.99   3.48   7.04  -4.76  -5.45 -99.99 -99.99  -2.07  -2.40  -4.18  10.47 -99.99   1.09
200007  -3.09  -8.73  -7.40   0.37  -2.02   2.15  -4.47   4.83   5.34   6.50   7.72   4.88  -1.27  -6.64  -0.67   3.83  -0.10   1.26  -6.00  -6.47  -0.26  -5.12   6.49  -4.72  -7.17   6.57  -8.49  -4.55   4.43  -1.20 -99.99 -99.99   4.02  -2.33   8.83  -6.71  -2.55   7.69
200008  -1.94  10.49  18.73   0.11  14.90  -6.12  19.12  -3.68   6.52   0.64   2.54   1.18   2.96   2.64   5.00  -0.29  11.58   5.99  24.57   5.02  12.88  11.83   7.12  12.07  -2.90  -3.55  -2.10   1.60  11.73  -1.28 -99.99 -99.99  10.37  -4.94  10.39   9.99  13.73  11.84
200009   4.87  -8.66  -0.37  -3.83  -2.40   5.13   0.87   5.55  -0.76  -9.07   0.14  -6.84  -0.35   3.01   6.59  -7.49  -9.33  -9.06 -12.11  -2.12 -12.87 -23.55   1.52  -6.02   5.34  -1.21  -2.96  -6.57   9.63  -6.37 -99.99 -99.99   4.10   2.56   2.21  -8.31  -1.71   0.30
200010 -10.98  -9.55 -10.99   6.23   4.40   7.58  22.87  -3.06   3.57   6.54   1.56  18.32  -2.01   4.06   0.11  -5.20  17.73 -10.55 -12.04   8.51  -5.50  -7.88   7.94  -2.13   4.19   7.51   0.43  -2.31  -2.25   9.40 -99.99 -99.99  -3.21  -1.21  -0.48  -6.45  -4.80  -6.38
200011  -1.70   8.81  -6.56  -0.88   1.08   4.42   4.15  -0.46   4.90  -2.91  -6.30   1.42  -5.07   0.65  -1.22   1.75  -4.35  -7.60 -15.66  -4.14 -22.58 -25.42  -6.51  -5.83   0.60   0.83 -15.43 -16.00   3.10  15.96 -99.99 -99.99  -6.62  -0.14  -5.48 -18.19  -9.36  -2.30
200012  12.14  12.42  26.62   5.67  11.62   1.82  17.02   6.56   7.92  21.04  10.81   7.66  10.42   3.96   1.50  23.18  19.70  20.34   1.87   7.62 -10.68  -3.43  -0.30   6.77   3.86   2.32  -7.12   3.20   6.58  16.44 -99.99 -99.99  12.93   4.12  10.08  -4.76  -2.95  14.74
200101   6.15   3.41  -5.33  -2.04   3.40  -4.57   0.10  13.61   5.70   3.25   5.71  -4.93   2.98  -8.52  -2.65   6.03   7.56  10.26   5.92  -5.05  10.53  17.07   3.53  -0.26   8.89   5.60  16.01  10.26 -10.77 -10.68 -99.99 -99.99  -1.88   8.44  -0.40  16.42  -3.88  -4.41
200102  -5.75  10.91   1.93  -3.07  -0.65  -1.80   9.48  -1.56  -4.57  -1.42  -1.23   2.62   0.14  -0.96  -0.79 -12.73  -6.97   0.39 -23.39   1.21 -29.28 -30.96   1.44  -7.92   5.98  -6.56 -10.55  -8.33   6.24   6.75 -99.99 -99.99  -4.68  -5.58  -5.33 -14.48   1.16   1.77
200103   2.67  -0.27  -2.91   3.75   4.99  -5.94  -0.11  -4.12  -2.08  -2.37  -5.44  -4.24  -6.65  -8.51   0.77  -0.02  -6.35  -5.90  -8.41  -3.45 -14.18  -9.46  -6.06 -10.36  -0.50  -1.15  -6.60  -3.88   1.64  -0.77 -99.99 -99.99  -5.60  -2.32  -3.20 -12.48  -9.31  -3.76
200104  -1.78  10.27  10.48   1.66   7.51  -1.91   5.59   5.63   7.94   7.01   6.38  -0.15   4.94   4.23   9.93   3.90  10.53   4.81  13.33  -1.38  12.58  18.19   9.96   6.04   2.69   3.02   1.87   4.75   5.46  -1.11 -99.99 -99.99   8.17   5.09   4.09  17.51  15.50   7.90
200105   8.22   1.01  -2.12  14.26  -2.21   3.34   2.27   2.26   6.71   2.67   4.51   2.34   3.33   3.27   1.04   2.04  -3.99  -1.68   0.24   4.01  -2.74  -8.29  -0.57   1.45  10.22   4.69  -1.68  -0.41   0.01  11.83 -99.99 -99.99  -0.75   1.83   3.78   1.75   1.10  -2.20
200106   3.50 -10.75 -17.77   0.45  -2.03  -2.59  -0.57   3.78  -3.72   1.36  -0.74  -4.56   0.78  -3.96  -3.76   1.50  -8.45   4.26  -7.02   0.19  -2.93  -1.09  -5.06  -0.38   3.46  -2.99  -4.17  -0.35  -6.22   9.59 -99.99 -99.99  -2.09  -2.67   0.73   3.94  -0.62  -7.22
200107  -0.12  -7.28  -2.01  -9.92  -0.42   2.51  -9.19   8.86  -2.43   3.85   7.53   9.32  -0.41   2.09  -2.17   2.00  -5.72  -2.84  -2.16  -1.70  -6.61  -1.82   4.06  -0.73  -7.37  -0.21   3.12  -7.73  -3.80   0.48 -99.99 -99.99   0.32   5.38  -0.69  -8.97 -10.11  -3.20
200108   5.94   7.83  -9.45  -4.62  -4.89   4.21   4.66  -2.56  -6.39  -0.83  -5.85   0.77  -4.12  -2.63  -1.61   0.62  -3.22  -2.70  -6.14   3.49 -13.23  -7.84  -8.97  -2.88   1.90  -4.31  -9.10  -9.58   0.68  -1.09 -99.99 -99.99  -4.56  -7.57  -5.65 -11.86  -5.78  -6.96
200109  -8.81  -3.99 -12.15  -8.14 -18.35  -0.78   2.92 -17.80 -19.37 -18.60 -14.74  -9.21  -8.25  -1.36  -3.49 -10.37 -27.37 -12.16 -22.00  -9.63 -23.37 -24.77 -18.83  -6.79 -18.00 -14.81   4.78 -17.45  -6.10 -15.93 -99.99 -99.99  -8.82  -9.79  -5.92 -12.68  -9.42 -20.00
200110  -1.27   3.73  15.52  -2.02   8.82   1.30  -2.82   5.58   9.20   2.23   8.29  -3.02   0.06   2.13   1.05   6.63   6.93   7.60   2.42   5.76  20.39  16.43   2.66   1.71  15.29   3.12 -13.26   0.67   1.36  -7.01 -99.99 -99.99  -7.06   3.46  -1.39   9.15  -2.08   6.28
200111   6.34  -4.30  -5.39   9.88   6.93   0.34   1.19   7.08  10.36   6.53   6.36   8.29   9.58   5.27  -3.50   5.54  12.48   9.12  15.73   7.04  18.80  19.15  10.93   9.51   7.35  11.62   2.58  13.82  -1.32  15.72 -99.99 -99.99  -3.62  12.25   7.15  10.88   5.98   9.14
200112   5.80   4.92   7.13   5.78  13.91   2.22  -1.72  12.67   6.86   9.99   7.52   1.50   3.64  -3.40   5.47   6.69  10.01   7.92  -2.61   4.79  -3.20  -3.20   0.72   4.91   3.30   1.58   1.95   4.37   4.24  10.49 -99.99 -99.99   0.84   4.84   2.90   3.52   4.63  -0.59
200201  -0.86   2.02  -6.28  -6.07  -1.45   0.23   8.45   3.57   3.85   7.13   4.35   1.13   0.69  -2.02  -1.63   3.20   8.33   6.18  -0.21  -0.33   4.65   2.88   5.30  -1.65   3.26   6.70  -6.89  -7.88  -4.03 -11.22 -99.99 -99.99   3.19   2.48  -1.30  -3.50  -7.02  -7.22
200202  -1.08   2.95   7.41   3.28   4.52   4.10   5.04   6.59  -0.71   3.66   4.03   4.05   7.03   1.14   4.89   4.48   0.93   4.52  -0.02   5.44 -13.65 -15.10   5.71  -2.78  -0.67   1.91  -5.92   4.62  -0.38  -3.42 -99.99 -99.99  -2.39   0.16  -1.13  -7.21   4.14  -1.36
200203   5.31  15.77  10.69  -1.09   2.43   3.68   1.58   2.00   5.46   1.15   2.39   2.83   5.10   0.35   6.55   4.36  11.87   8.34   6.03   3.28   9.57   9.54   5.33   5.07   6.70   3.09  -1.02   2.74   9.98   3.29 -99.99 -99.99   5.41   1.73   6.50   4.70  -2.39   3.29
200204   6.20   0.21   2.69  -4.02   6.20   3.22   3.29   8.69   6.43   0.89   6.41  -1.96  -1.86  -8.00  -7.07  -4.69   8.46   0.77  -7.07   3.95  -6.35  -7.30  -0.31  -4.87   1.39  -4.64 -16.43  -6.28   0.10  -1.61 -99.99 -99.99  -1.18  -1.67  -1.35 -11.06 -15.35   5.08
200205   3.54   7.73  -2.32   3.73  -5.52   1.36   4.53   0.78  -2.12   1.18  -4.78   1.45  -0.37  -1.97  -0.23   0.53  -3.65  -2.33   0.28  -1.81  -1.95  -3.40   0.60  -1.10  -2.98  -0.13   3.76   1.78  -5.99   2.88 -99.99 -99.99  -5.64  -0.96  -0.22  -3.99  -1.35  -0.84
200206  -5.02  -8.96  -5.48  -5.98   1.86  -2.07 -22.05  -3.94  -4.26  -1.81  -8.99  -1.84  -4.12  -8.13   2.05  -1.31   2.62 -10.82  -5.27  -3.57 -10.00 -22.70  -2.95  -9.02  -2.02  -0.13 -12.01 -18.12  -5.28  -6.08 -99.99 -99.99  -6.00  -5.08  -4.67  -5.98  -5.86  -3.98
200207  -7.82 -18.06 -12.17  -6.56 -18.00  -8.48   4.07 -22.49  -9.64  -9.76  -5.87  -7.34  -5.59  -2.37 -11.45 -11.20 -13.84  -9.31 -20.34  -7.87  -9.55  -8.61 -10.03  -8.54  -8.95  -5.06 -11.74 -11.63 -12.00 -10.58 -99.99 -99.99 -10.87 -11.68  -7.38 -10.93   9.92  -6.70
200208  -5.76  10.55   5.39  -2.79   0.78   1.02   8.92  -2.88   2.22  -3.92   3.85  -3.40   3.33   1.19  -0.91  -2.98   1.95  -1.05  -4.95  -0.93   0.34  -6.54  -4.75   0.13   4.36  -2.06  -1.91   3.47   3.42   9.15 -99.99 -99.99   4.50   1.44   2.06   1.43  -6.14   1.29
200209  -2.52  -7.91  -2.58  -8.31  -7.44  -5.17 -21.27  -7.55  -7.88 -17.46  -9.14 -10.54  -3.62  -6.81  -9.96  -8.32  -7.74  -8.54 -18.49  -7.22 -16.09 -17.37  -9.07  -4.72  -7.49  -5.15 -13.66  -3.58 -10.80  -7.84 -99.99 -99.99  -6.37  -9.94 -10.86 -11.80 -17.33 -12.12
200210  -3.26  -4.03   3.23  -9.38   2.65   5.07   4.90   3.86   8.39   4.35  -1.22  -2.59   5.54   7.11   3.18   2.42  10.47   2.90   6.66   2.10  14.15  16.10  -4.04   3.25   2.56   2.59  30.94   9.99  -0.63   1.45 -99.99 -99.99   5.31   5.76   7.54  14.81   2.73  12.42
200211   9.22   4.78   3.80  12.76   2.92  -1.58  -6.59  10.85   7.65   9.61   7.63   9.05  -1.07   4.10   2.71   0.72  11.30  13.40  18.28   3.92  17.77  22.81   7.61   6.74   8.61   4.54  11.01  13.09   1.57   8.54 -99.99 -99.99  -3.13   2.99   3.53   8.76   7.32   7.22
200212  -1.74  14.48   1.29  -0.98  -2.89  -0.61   8.98  -4.64  -6.31  -2.62  -4.19  -7.04  -0.94  -4.04   0.54  -2.02  -7.06  -1.32 -10.40  -1.42 -11.00 -19.55  -3.65  -2.23  -5.65  -1.19  -7.18 -11.91   3.85  -5.74 -99.99 -99.99  -2.60  -7.80  -4.46  -8.82  -9.14  -3.93
200301  -1.67  -2.67  -1.75  -6.82   2.50  -5.95  -6.25  -3.81  -6.82  -6.94  -1.65  -2.60   1.28  -1.30  -2.60  -4.04  -0.93 -11.24  -5.06  -4.31  -2.09  -1.48  -4.50  -2.52   0.87  -5.14  -7.73   3.26  -3.24  -0.67 -99.99 -99.99  -2.18  -5.13  -1.33  -2.56  -5.07  -0.08
200302  -5.18  -0.64   3.51  -6.14   0.16  -3.70   1.24  -4.01  -8.44   1.82  -5.59  -1.96  -4.81  -2.77   1.18   0.32   7.61  -6.83   2.28  -0.28   3.05   4.62  -7.78   0.80   1.82  -3.29  -8.12  -4.08  -3.94 -11.02 -99.99 -99.99  -3.39  -0.84  -3.06  -1.81   4.29  -0.28
200303   4.61  -3.65  -1.27  -1.31   2.64  -0.07 -19.68  -0.90   4.43  -1.76  -1.75  -1.58  -2.20   5.20   2.61   5.80   5.14   1.13  -3.26   0.97  -2.54  -2.68  -3.48  -0.98   4.67   3.36  -1.09   0.13   4.30   5.00 -99.99 -99.99  -0.50   5.47   0.01   0.91   5.29   4.10
200304  -1.05   3.15   0.11  12.42  13.45   3.98   2.71  11.96   7.85   9.50   9.81   7.89   8.20   5.17  -0.70   6.08  12.96   9.04  10.36   3.15  10.69  10.51  12.21   6.33   4.97  10.37  10.06  12.63   7.28   3.28 -99.99 -99.99   6.24   9.55  11.22   7.74  15.24   0.36
200305  11.95  17.14  13.85   8.56  16.89   6.79  32.47   4.31   3.23   7.92   4.42   4.39   6.50   2.78   6.51   2.80   6.62   9.77  13.01   7.07  10.84  14.07   5.18   7.32   1.82   3.95   7.25   4.90  10.10  13.98 -99.99 -99.99   6.88   2.92   5.72   6.25  -2.13   2.35
200306   0.02   5.91  -2.74   0.26   1.80   0.75  10.91  -1.91  -0.89   2.24   2.27  -0.07  -1.53   3.20  -0.33  -1.08   3.21   7.07   2.21  -2.54   2.09  -1.68   4.21   2.35   1.60   0.38   3.24   0.29   0.73  -4.20 -99.99 -99.99   4.22   3.30   0.59   1.06   0.73   0.55
200307   1.90   5.63  -5.82  10.47  -2.74  -1.67 -11.30  13.49   7.12   4.08   8.22   1.65  -1.12  -0.01  -1.14  -3.35   0.83   1.51   6.90   1.58   7.67  10.73   6.27   5.66   2.81   0.85  -4.52   1.30  -5.19   3.95 -99.99 -99.99  -0.84   4.01   4.53   2.97  -0.49   5.98
200308   2.80   9.92   6.74   2.95   6.98  -0.27   2.53   6.36   3.00   4.31   4.66   5.33   0.91  -2.40   5.88   6.55   7.81   4.21   4.65   5.27   3.13  14.11   6.86   1.84   3.02   1.32   0.39   2.28   1.92   6.54 -99.99 -99.99   3.17   7.36  -0.74   3.68   3.91   1.95
200309   0.82   1.65  -1.62  -2.95   3.90   0.54   8.10  -2.96  -3.30  -1.59  -2.86  -0.89  -0.13   0.17  -2.35  -1.07  -5.11  -0.52  -3.31  -2.35  -2.69  -3.99  -6.18  -2.64  -1.05  -0.77  -3.84  -7.36   3.87  -2.64 -99.99 -99.99   0.51  -5.28   0.65   0.22   1.05  -2.61
200310  11.11  13.53   1.31  13.23  16.81   4.19   6.14   3.29  11.19   9.61   6.49   3.00   7.58   1.20   1.65   6.96  21.57   9.27  19.24   5.79  10.93  16.19   8.56   5.31   7.67  10.02   6.74   6.64   1.55   0.24 -99.99 -99.99   4.79   9.76   7.06   3.46  -1.84  12.50
200311   6.17  11.63   1.67   0.63   6.19   2.76  11.59  -0.78   0.65  -2.51   1.61   0.74   2.08   0.77   0.21   3.24   7.95   1.68   3.54   5.13   2.63   4.05   1.17   3.60   1.98  -0.73  -0.77  -0.44   0.95  11.74 -99.99 -99.99   4.43  -0.13   0.72   1.68  -1.06   0.79
200312   5.15   7.20  12.99   9.95  -0.12   3.37   5.67   1.18   2.05   5.95   5.33  12.29   2.86   6.14  13.58   3.24  -3.00   4.78  10.86   8.24   2.78  -1.21  12.30   4.01  -1.26   1.65   8.21   6.53   5.81   1.81 -99.99 -99.99   3.34  -3.04   4.27   4.24   8.85   7.01
200401  -2.82 -11.28   1.33  -0.45  -4.95  -0.25   2.05   1.37  -2.65  -1.24   3.27  -2.82   1.40   1.55  -0.05   3.12  -2.65   4.76  -0.16  -0.97   2.79   3.90  -0.33   6.69  -0.05  -3.93   3.57  -0.67   1.91  -4.76 -99.99 -99.99   2.95  -0.06   3.34   3.42   8.00  -4.65
200402   2.10   5.74   4.74   0.99  10.66   4.89   3.82  10.38   3.80   7.13   0.75   8.05   1.06   1.87   4.40   3.54  11.81   3.17   6.45   4.89  -3.13  -1.43  -0.99  -0.92   3.49   0.20   1.49  -3.04   2.09   2.35 -99.99 -99.99   2.26   6.92   2.79  -2.65  -2.44  -1.04
200403   4.05   4.83   1.89  -1.89   5.08   0.56  -4.03  -2.36   2.32   3.84  -0.79  -2.36  -0.20  -3.67  -0.88   1.83   1.13   0.00  -4.46   2.79   0.44  -4.29  -3.18   0.25  -3.68  -0.54  -1.84  -3.01   1.18   5.05 -99.99 -99.99   2.18  -0.04  -0.65  -1.24  -5.89   2.97
200404  -0.21 -16.65   1.99  -3.68 -11.24   2.22   1.91  -3.35  -0.40  -7.40  -4.44  -0.23  -0.13   3.26   2.87  -4.24   2.16   1.10  -8.77   1.78  -6.89  -7.65   3.34   0.39  -5.15   0.24  -0.38  -0.62  -3.52  -3.23 -99.99 -99.99   0.91  -3.16  -4.57  -0.56  -1.73   4.47
200405   1.21   7.21  -2.36  -1.82   1.28  -0.71 -12.61  -4.65   0.29   1.75  -1.34   2.95   0.49   0.06   1.70  -0.27   1.12   2.73   5.78   3.04   4.07   8.02  -0.23   1.12   2.86   2.10  -3.40  -2.36   1.25   1.47 -99.99 -99.99   0.16   0.27   1.86   1.74   3.71  -1.36
200406   3.55   4.45   9.13   6.06  -0.16   1.72   6.03   3.04   4.25   5.58   3.26   4.13  -1.88  -0.20   3.80   5.42   3.50   6.52   9.40   1.84   4.51  -0.62   7.16   4.17   2.16   6.20   2.96  -1.89   2.03   5.19 -99.99 -99.99   2.88  -0.44   0.60   3.39   4.86   6.49
200407  -4.95   1.58   3.23   0.43  -1.87  -6.68  -3.75  -1.91  -4.88  -1.55  -2.51  -4.16  -4.34  -5.26   3.50  -4.29  -7.19  -3.23  -0.20  -6.00  -7.07 -12.07  -1.19  -7.58  -5.05  -4.48   3.08  -5.83   1.05  -9.48 -99.99 -99.99 -11.30  -2.78  -2.31  -6.26   2.30  -7.98
200408   1.85   5.62  -3.37   0.61   3.92   0.68   3.19   1.02  -0.12   3.51  -0.73  -0.14   0.11   2.89  -0.47   2.03  -2.58   2.20  -0.27   3.86  -4.60  -6.24  -1.07  -1.38  -4.39  -0.58   0.78   1.90   3.67   0.23 -99.99 -99.99  -2.44  -0.95   3.14  -2.50  -1.15   0.80
200409   3.00   7.20  11.97   5.23   8.08  -2.97  -2.48   3.56   1.82   6.74   1.94   1.55   1.41  -2.52   7.55   1.51   1.54   6.53   7.80   0.94   3.34   2.29   1.31   5.67   7.67   3.36   1.91   0.71   1.38  -0.88 -99.99 -99.99   0.01   2.97   0.21   4.09   2.81  -2.33
200410   2.45  -2.17   0.23  -2.05   0.96   2.94   2.84   6.27   4.31  -2.60  -1.30  -5.65   2.24  -2.28   0.81   2.72   8.55   5.20  -3.55   2.46   2.56   6.38  -3.10  -0.81  -4.75   6.27   1.49   5.25   4.25   2.09 -99.99 -99.99   2.64   3.24   0.57   3.89   1.45  -2.04
200411   0.58   8.14   9.06   7.15   7.43   2.13  17.40   5.17   3.21   4.47   9.45   7.50   2.76   1.55   5.14   6.78   5.90  11.54  12.82   7.38   7.41   3.80   7.20   2.90   8.85   5.64   3.84   3.22   4.89   4.92 -99.99 -99.99   8.44   2.91   4.67   6.61   3.53   4.25
200412   4.29  -4.22  -3.71   5.49  10.77   4.85   7.48   4.21   2.94   3.38   4.34   3.73   1.37   5.30  -1.66   6.53   9.32   6.23  -1.73   2.60   3.80   2.86   1.51   3.42   5.04   3.77   2.62   6.02   2.48   2.47 -99.99 -99.99   5.89   3.04   4.23   3.89   4.06   3.86
200501  -2.82  -1.69   3.79   2.03   3.10  -0.21   4.36  -3.30  -3.12  -3.26  -5.86  -6.98  -3.41  -4.33   2.62  -4.97   0.60  -1.19  -0.40   4.81  -4.92  -6.97  -3.44  -1.44  -2.66  -7.83  -6.12  -2.19   1.78  -2.50 -99.99 -99.99  -2.72  -0.84  -2.12  -5.17  -1.13   1.82
200502   2.85  13.39  15.82   5.03   9.17  -0.30   3.12   0.62   3.22  -0.82   0.56   3.49   0.18   3.02  20.93   0.28   1.76   5.17   9.70  -0.34   1.75   3.76   2.56   1.63   3.89   2.59   1.00  -1.54   2.35  -0.38 -99.99 -99.99   3.08   0.48  -0.27  -1.09  -1.53   2.19
